timestamp,ax_a,ay_a,az_a,gx_a,gy_a,gz_a,ax_b,ay_b,az_b,gx_b,gy_b,gz_b
1775936330.71152,-4624,-11840,-5836,96,1882,-77,8304,10328,-3056,292,-1218,1502
1775936330.712378,-4312,-11460,-6048,-710,3121,1054,7912,9840,-3436,-264,-1972,3098
1775936330.742931,-4180,-11264,-5892,-1363,3494,2478,7960,9424,-4128,-1075,-1875,4503
1775936330.7731369,-3872,-11008,-5892,-1985,3145,4568,6860,9000,-4780,-2377,-966,6051
1775936330.802407,-4204,-10492,-6276,-2824,2654,7294,6712,8264,-4640,-4034,289,8095
1775936330.802513,-4480,-10068,-6452,-3763,2592,9665,7668,7724,-3684,-5403,1043,10076
1775936330.8310678,-4696,-9156,-6732,-4831,3021,11638,7328,6808,-3008,-6406,1264,12153
1775936330.861496,-4584,-7968,-6900,-6363,4012,13841,6644,5212,-3288,-7424,1070,14872
1775936330.891069,-3872,-6512,-6608,-8206,3953,17045,4316,2856,-4360,-8997,2262,18045
1775936330.921249,-3968,-4540,-5572,-10346,1280,22500,1412,-100,-4696,-11913,6507,22033
1775936330.922296,-4740,-2540,-6000,-12912,-378,28135,2052,-2900,-1252,-14727,9673,26707
1775936330.951957,-6948,-3520,-7852,-15756,2106,30858,9160,-2452,2592,-15492,8478,31127
1775936330.9812539,-12560,-5804,-10640,-15854,4520,29051,23612,984,6860,-14016,5704,30696
1775936331.012251,-19928,-9168,-15728,-10968,1366,22079,32767,6988,11884,-10649,5964,21636
1775936331.014036,-26556,-9956,-20100,-1451,-3283,10199,32767,10120,14216,-6366,6287,6454
1775936331.073289,-30384,-9776,-23144,9247,-4811,-1567,32767,9388,13168,-3053,3341,-8897
1775936331.073306,-29160,-8836,-22388,19729,-8979,-10455,32767,6284,10292,-1657,3456,-23400
1775936331.104075,-24036,-7144,-19988,27423,-11634,-17537,32767,2224,9652,-155,2899,-32768
1775936331.104154,-18060,-5660,-15628,31109,-7476,-23936,30872,-860,9164,2433,-3398,-32768
1775936331.1339679,-12356,-2744,-9772,31055,-3232,-27224,15516,-3988,8404,4564,-8151,-32768
1775936331.1619918,-7136,-2660,-3552,26719,-2067,-26043,-788,-2432,6408,5976,-8178,-32768
1775936331.191914,-2184,-2240,1836,19324,892,-21495,-13056,-608,2936,6209,-8679,-25635
1775936331.22225,704,-2860,5928,10265,2452,-13382,-21784,2000,132,4816,-6545,-13461
1775936331.2239869,3708,-2480,7028,442,4342,-3892,-25216,2388,-2728,2815,-4452,152
1775936331.253911,4144,-2144,5436,-8743,7860,5843,-21544,684,-5512,32,-3928,13729
1775936331.2822242,2996,-1852,2300,-14844,7042,14823,-13508,-1592,-6552,-3576,21,23256
1775936331.3114629,900,-1024,-1672,-18431,5044,22784,-6564,-4988,-7216,-7696,4377,29814
1775936331.3132648,-2264,268,-4492,-20859,3227,30588,-2128,-8360,-4644,-12368,8277,32767
1775936331.3446321,-7460,-896,-8304,-23646,6275,32767,9476,-7808,3860,-14661,6744,32767
1775936331.372631,-14248,-2868,-11452,-24059,9618,32428,26092,-4160,10000,-12253,3028,32767
1775936331.4040499,-20748,-6936,-16384,-19528,3875,25192,32767,3020,13448,-8358,5905,31219
1775936331.404178,-26536,-8948,-20616,-10603,-2052,15160,32767,7392,12052,-5206,8080,16883
