timestamp,ax_a,ay_a,az_a,gx_a,gy_a,gz_a,ax_b,ay_b,az_b,gx_b,gy_b,gz_b
1775272104.7206645,-6604,-14228,-1624,1074,284,-211,8024,14188,708,22,174,138
1775272104.7212286,-6552,-14516,-1556,1076,372,-291,8036,14372,1048,93,16,116
1775272104.7223973,-6660,-14476,-1436,998,741,-530,7992,14384,1120,280,-339,161
1775272104.7808595,-6724,-14372,-1448,882,563,-533,7932,14388,940,368,-153,202
1775272104.7816687,-6800,-14364,-1828,657,495,-367,7900,14204,1000,366,-26,437
1775272104.8408346,-6780,-14384,-1800,522,196,-349,8312,14408,1048,467,287,515
1775272104.841766,-6684,-14344,-1816,484,231,-562,8552,14200,828,682,225,411
1775272104.9004636,-6640,-14484,-2008,599,638,-818,8784,14244,580,783,-245,299
1775272104.9010136,-6584,-14560,-2228,765,852,-1105,8684,14352,644,863,-565,57
1775272104.9022446,-6292,-14608,-2212,881,1325,-1460,8780,14380,444,1025,-1137,-111
1775272104.9033132,-6288,-14848,-2296,1035,2062,-1808,8828,14476,160,1176,-1935,-205
1775272104.9604712,-6020,-15044,-2396,1341,1740,-2028,8960,14572,-352,1141,-1714,-634
1775272104.9615393,-5320,-15064,-2396,1738,2526,-2474,8884,14504,-852,1228,-2712,-1010
1775272105.0205255,-4724,-15164,-2832,2578,7587,-3750,10152,14356,-1364,1251,-8138,-1029
1775272105.0213153,-5084,-14788,-3044,4386,8795,-4614,10920,13732,-2632,694,-9608,-2640
1775272105.0804405,-4648,-14544,-2552,6493,3976,-3314,9144,13092,-4440,-1165,-5144,-4883
1775272105.0812662,-3916,-14072,-2120,8378,-1399,-657,6688,12304,-5800,-3852,473,-6440
1775272105.082274,-2632,-13216,-720,10340,-5093,2759,4228,11168,-6716,-7351,4358,-7111
1775272105.0836585,-2724,-12692,-88,11458,-7047,6739,1096,10708,-6032,-11006,6985,-6389
1775272105.1406062,-2720,-12480,1056,11262,-8248,11095,-988,10700,-4308,-14117,9087,-4227
1775272105.141554,-3944,-12172,2916,10652,-12955,15950,-2720,10388,-2732,-17356,14948,-2246
1775272105.200514,-4940,-10384,3572,10007,-18318,21798,-4068,8472,-1444,-21043,21333,-26
1775272105.2011647,-7276,-9672,3184,9799,-12766,26607,-2004,7448,1780,-25879,17565,4328
1775272105.2024896,-9236,-8056,3276,9014,-18990,31823,-1268,5504,5056,-28395,24768,5866
1775272105.2606502,-9304,-7052,6784,9408,-26861,32767,-3376,4532,7960,-31683,32767,5914
1775272105.2614074,-11164,-6464,6756,9277,-21255,32767,-3000,3840,10780,-32768,28275,8712
1775272105.320471,-11996,-6008,8068,7952,-19806,32767,-4468,3664,15160,-32768,27284,11162
1775272105.321216,-13740,-4144,8268,5356,-16997,32767,-4880,2064,18992,-32768,26068,14593
1775272105.3225367,-14216,-1012,9656,2668,-17918,32767,-3720,-292,22016,-32768,27477,17018
1775272105.380641,-14320,1304,11000,649,-15530,32767,-2272,-1908,24232,-31795,24787,18807
