timestamp,ax_a,ay_a,az_a,gx_a,gy_a,gz_a,ax_b,ay_b,az_b,gx_b,gy_b,gz_b
1775248303.5171647,668,-7556,16148,231,835,151,-10792,10604,6704,147,-157,1156
1775248303.5180583,420,-7448,15812,194,770,18,-10176,10532,6384,318,-108,1103
1775248303.5770097,200,-7628,15664,372,1153,-76,-9764,10580,5956,237,-571,994
1775248303.5775151,204,-7640,15256,589,2314,-190,-9652,10640,5960,60,-1763,1058
1775248303.5786116,136,-7900,15180,728,2541,-146,-9648,10784,5868,-56,-1939,1049
1775248303.6369016,340,-7860,14888,864,2802,-34,-9404,10568,5300,-266,-2201,1089
1775248303.637422,572,-7856,14860,1345,3371,363,-9308,10304,4212,-970,-2731,1050
1775248303.638786,496,-7860,15252,2170,3670,1175,-9660,10276,4044,-2102,-2997,931
1775248303.6970282,320,-7904,15504,2909,5824,1912,-10044,10532,4728,-3325,-5164,1342
1775248303.6978972,-120,-7852,16256,3302,8969,2626,-10560,10628,5648,-4450,-8070,2268
1775248303.756892,-856,-7640,16440,3274,13117,3111,-10908,10516,6428,-5227,-11847,3703
1775248303.7576673,-1188,-7608,16260,2825,13502,3985,-10648,10700,7464,-5751,-11835,4649
1775248303.7589135,-1856,-7520,16512,2137,10086,4669,-10248,11116,9280,-5509,-8246,4621
1775248303.8169594,-2876,-7476,16568,988,7746,4610,-9892,11432,11228,-4474,-5880,4860
1775248303.8175576,-3504,-7316,16364,-445,7006,3818,-8992,11504,12108,-2929,-5207,5401
1775248303.818875,-4320,-7068,15644,-1525,4099,2921,-7424,11200,12168,-1313,-2249,4962
1775248303.8770897,-6196,-6892,15344,-1802,2660,1886,-6068,10980,12416,44,-1553,4216
1775248303.8780057,-6112,-6912,15080,-1397,4375,552,-4472,11008,12112,481,-3269,3617
1775248303.9369326,-6396,-6496,14640,-814,5553,-833,-3524,10676,12316,1140,-4699,2699
1775248303.937636,-6604,-6816,14436,-24,3504,-2205,-2984,10920,12604,1940,-3209,720
1775248303.938888,-7040,-7120,15096,742,3206,-3573,-4028,11348,12644,2601,-3366,-678
1775248303.9969177,-6724,-7344,15712,872,6151,-4672,-5560,11708,12532,3133,-6512,-568
1775248303.9979482,-6540,-7320,15920,594,6735,-5018,-6860,11628,12540,3465,-7105,-349
1775248304.0569057,-6436,-7332,15716,-178,5525,-4932,-6932,11604,12528,4008,-5739,-44
1775248304.057597,-6536,-7208,14952,-539,5437,-5233,-5064,11184,12172,4444,-5747,73
1775248304.059007,-5944,-6712,13604,69,5466,-6228,-2748,10420,11256,4915,-6035,-992
1775248304.1170774,-4924,-6020,11692,1971,3419,-7684,336,8860,8544,5071,-4608,-3938
1775248304.117489,-4120,-5796,9420,6036,720,-8601,3916,7184,3896,3647,-3360,-8429
1775248304.1188679,-3524,-5688,8452,12505,558,-8636,5284,5616,-188,-194,-4290,-13682
1775248304.177084,-2676,-4812,8020,19549,1980,-7558,3536,3608,-1028,-5380,-6414,-18350
1775248304.1782792,-2660,-4612,9376,25004,2681,-5660,-1464,3276,1296,-10082,-7485,-21475
1775248304.2371595,-2212,-4472,10920,26631,2188,-3336,-5768,3724,4660,-12839,-6786,-21601
1775248304.2378917,-1924,-3416,11792,26565,-2272,-1305,-7412,3192,7008,-13938,-1993,-21644
1775248304.2392974,-2316,-3184,14636,26912,-2517,-230,-9324,3196,7472,-14986,-1710,-21373
1775248304.2970214,-2632,-2760,17644,25889,1718,1412,-14904,4220,11084,-16161,-5288,-18460
1775248304.297916,-1580,-1572,19080,21944,186,3106,-17636,4580,14564,-14908,-2580,-14789
1775248304.3569205,-1008,564,19296,18264,-5495,3951,-16248,2828,13008,-12850,3727,-12914
1775248304.357696,-1292,2388,20248,16939,-3366,4895,-16756,1068,11540,-13076,1914,-10729
1775248304.358937,-656,3472,21120,15377,-330,6275,-18200,488,13188,-13594,-338,-7878
1775248304.4170084,-816,3584,21092,13043,-1654,7333,-17944,844,14680,-12847,1665,-5834
1775248304.4174526,-1256,3600,20324,11137,-2695,7936,-16476,720,13608,-12124,3105,-4232
1775248304.4189756,-1600,3440,19796,9936,-1862,8798,-15376,592,12796,-12219,2655,-2582
1775248304.4768286,-1828,3628,19088,8907,-2660,10005,-14528,376,13056,-12474,3930,-1305
1775248304.477889,-1892,3860,18140,8123,-3707,10584,-12700,92,12840,-12350,5221,-668
1775248304.5370321,-1452,3988,17920,8231,-2744,10976,-12884,-720,10628,-12930,4283,-278
1775248304.5376663,28,4452,18236,7889,-2711,13263,-17016,-1580,9080,-14488,4892,1299
1775248304.5389366,356,5032,19340,6522,-3986,16870,-19316,-2240,9856,-16459,7158,4054
1775248304.5967677,-220,5796,20440,4819,-3143,18978,-18112,-2392,13608,-17155,7055,6803
1775248304.5976565,-620,6700,21416,2532,-1146,18563,-17788,-2164,17844,-15669,5472,8926
1775248304.5989907,-452,7052,22820,-783,-285,17009,-19700,-1956,19336,-12505,4936,10955
1775248304.6574657,-548,7460,23352,-4992,205,16656,-22940,-2308,19208,-9794,5055,14313
1775248304.6579456,-1492,7164,23868,-9715,1084,16576,-21304,-1952,21284,-6999,4979,18314
1775248304.716998,-2180,7052,23216,-14087,2240,14861,-19012,-2012,22408,-3150,4326,21184
1775248304.717852,-1812,7400,22468,-18010,1796,12499,-17680,-2820,21880,1079,4947,22888
1775248304.719125,-2368,7116,21912,-20959,-340,10577,-15796,-3204,20456,4524,7091,23598
1775248304.7768219,-3248,6284,21496,-22636,4949,7987,-13856,-2588,19840,7082,1555,24925
1775248304.7780159,-3208,5592,20488,-24030,7487,5254,-12704,-2428,19112,9817,-1086,25230
1775248304.8370454,-3332,4676,19032,-25175,5225,2979,-10548,-2084,17756,12534,815,24294
1775248304.8375812,-3532,2984,17540,-25205,2257,730,-7752,-968,16356,14761,2948,22235
1775248304.8389618,-3936,1700,16892,-24082,2956,-1968,-5260,272,14508,16043,1766,20013
1775248304.8971844,-3856,-208,15000,-22170,4754,-4732,-3712,1892,12460,16849,-1034,17481
1775248304.9568098,-3572,-1620,13792,-19918,5627,-7134,-2904,3056,10552,17420,-2911,14597
1775248304.9575582,-3156,-2912,12448,-17552,5000,-9031,-1896,4132,8956,17605,-3065,11450
1775248304.9587238,-3044,-4220,10980,-14974,3367,-10560,-640,5148,7076,17440,-2331,8089
1775248304.9599376,-3068,-5060,9688,-11806,2257,-11854,1464,5964,5428,16773,-2164,4492
1775248305.0169299,-2504,-5788,8708,-7824,1449,-13725,3192,6456,4252,15918,-2468,51
1775248305.0175445,-1440,-7008,8720,-3209,360,-15804,3064,7364,2692,14949,-2859,-5037
1775248305.0188086,-484,-7292,9476,1335,-821,-16984,468,7232,1308,13331,-2835,-9675
1775248305.0769176,508,-7424,10560,5069,104,-16933,-3456,7184,176,10960,-4186,-12374
1775248305.0778222,1996,-7716,12564,7977,1696,-15517,-7832,7672,-756,7934,-5936,-13498
1775248305.137156,3288,-7672,14760,9410,4470,-12910,-13820,8216,-240,4706,-8250,-12340
1775248305.137725,4812,-7740,17104,8769,5254,-9256,-18644,9128,924,2140,-7964,-9568
