timestamp,ax_a,ay_a,az_a,gx_a,gy_a,gz_a,ax_b,ay_b,az_b,gx_b,gy_b,gz_b
1775770598.83796,8600,-4372,-13700,294,4451,-2394,7704,-672,-14860,1789,-4200,789
1775770598.868756,9064,-4080,-13224,-52,3920,-2112,6692,-1068,-15448,1801,-3539,1089
1775770598.897407,8908,-4292,-12952,-544,3580,-1209,5836,-836,-15824,1372,-2941,1864
1775770598.928457,8832,-4248,-12636,-965,2652,-89,6404,-684,-15396,811,-1747,2525
1775770598.9312708,8488,-4008,-12988,-1117,764,611,7372,-708,-14696,534,282,2539
1775770598.9605792,8196,-4576,-12664,-746,88,333,8980,-112,-14060,589,780,1858
1775770598.9916532,8176,-5420,-12540,-8,708,-597,9012,764,-13984,907,-175,956
1775770599.019806,8836,-6220,-12128,359,1342,-1174,7100,1480,-14980,1058,-954,514
1775770599.019882,9156,-7524,-11864,16,278,-657,5016,2624,-15740,923,287,787
1775770599.047679,9040,-8672,-11356,-750,-1544,77,5752,3788,-15080,984,2377,1285
1775770599.11883,9444,-10016,-11272,-1054,-1062,-699,6940,5372,-14508,1773,1662,1263
1775770599.118912,10352,-10976,-11052,-1049,4171,-2674,6900,6132,-15648,2847,-3915,1663
1775770599.118922,11492,-11636,-10404,-901,8762,-4614,5056,6744,-16328,3792,-8727,1726
1775770599.1704168,12464,-12956,-10496,-2535,13328,-5802,208,7948,-16700,5275,-13073,3785
1775770599.17049,13220,-15788,-10576,-5327,12800,-4988,972,9956,-20200,6261,-11694,6320
1775770599.199904,14856,-18252,-9768,-6022,13222,-4556,2284,12012,-22560,6202,-11976,7183
1775770599.199969,13264,-20344,-7872,-6270,15144,-4895,584,15000,-19540,6412,-13787,7749
1775770599.228529,10836,-28016,-6752,-8639,15424,-5206,-228,23392,-16928,8056,-13828,9653
1775770599.2585962,9492,-27516,-8380,-12115,15868,-6199,2084,22348,-15860,10928,-13809,12069
1775770599.2875469,12096,-22676,-7720,-11259,21315,-7634,6732,15844,-23912,10908,-19495,11976
1775770599.290415,12956,-13504,-5088,-6543,22145,-4981,140,6680,-26012,5710,-20564,9756
1775770599.321472,14428,5712,-4864,-3398,25592,506,-6832,-12576,-21832,-814,-23409,11206
1775770599.351542,12916,25952,-1316,-1585,29250,7698,-10208,-29752,-11048,-8226,-25470,14480
1775770599.381641,12136,32767,-4104,-4379,26111,7867,-5384,-32768,8732,-6092,-21468,15826
1775770599.4106271,13684,32767,-7532,-9262,14067,-1995,500,-32768,19340,6242,-11471,11208
1775770599.4106932,15008,32767,-9536,-15123,5520,-14561,-3280,-32768,6108,20513,-4771,7009
1775770599.441719,12808,17472,-13564,-20650,-5838,-11384,-9504,-26216,-19580,22100,7887,10527
1775770599.4696379,17912,10320,-12936,-16797,-6014,-1524,10896,-20044,-31344,11883,9031,12318
1775770599.4975429,22184,5356,-7768,-692,1470,-3723,15788,-13376,-31704,3533,-1731,-248
1775770599.499352,18396,7312,-2132,10533,8545,-2312,-7348,-13056,-21780,-4918,-10294,-6550
1775770599.55954,16820,10964,384,8028,9051,1213,-18096,-12836,-6076,-6175,-9147,-2265
1775770599.559603,15140,8312,128,-31,5995,1918,-16436,-9452,-3756,-1538,-4548,3920
1775770599.5878668,14672,5976,-440,-3304,3219,2354,-6276,-8704,-10716,161,-1167,5920
1775770599.617441,15020,4412,-1380,-1237,302,2110,-2828,-7320,-12288,-607,1097,3193
1775770599.619597,14288,2748,-1548,-236,324,1262,-5496,-5392,-10544,-412,672,2033
1775770599.647479,14000,2340,-1652,-1000,783,357,-4716,-4900,-9504,752,151,2283
1775770599.677462,14140,2104,-2516,-1112,1077,-1357,-3252,-4892,-10276,2158,-511,1535
1775770599.6795032,15588,1968,-2820,-648,325,-2381,-4124,-5408,-13552,2768,-94,379
1775770599.708171,17132,2136,-3536,98,1992,-2555,-4840,-6240,-16272,2286,-1874,161
1775770599.738133,17492,2564,-3500,1088,1038,-1451,-6228,-6972,-17556,888,-800,-328
1775770599.7677288,17500,2856,-3184,1075,-850,535,-8040,-6960,-16172,-527,1425,260
1775770599.827609,17292,2820,-3404,357,93,1446,-6568,-6648,-14880,-909,793,1609
1775770599.829299,16528,2812,-4004,445,-779,1562,-4000,-6660,-14784,-972,1701,1310
1775770599.829349,16100,2708,-4212,1063,-3548,1740,-3512,-6480,-14444,-1189,4331,136
1775770599.8584,16732,2820,-3888,1497,-1728,830,-3936,-6508,-13712,-854,2163,-167
1775770599.887777,16728,2640,-3520,1620,1318,-546,-4836,-6328,-14128,-160,-1112,-166
1775770599.889557,16192,2660,-3584,1619,-783,-74,-5440,-6484,-14820,-324,1216,-511
1775770599.917961,16776,2700,-3096,1701,-2195,268,-5336,-6316,-14220,-499,2501,-780
1775770599.9487932,16472,2540,-3388,1678,-523,-201,-5472,-6136,-13948,-270,794,-530
1775770599.977726,16116,2480,-3912,1650,-1664,10,-4584,-6332,-14612,-313,2020,-748
1775770599.980428,16116,2368,-3728,2360,-3940,552,-3828,-6316,-15520,-922,4191,-1648
1775770600.009684,16720,2864,-3540,3140,-2964,664,-4992,-6636,-14768,-1570,2999,-1937
1775770600.037617,16900,2876,-3560,3311,-783,363,-5192,-6696,-14936,-1631,870,-1658
