timestamp,ax_a,ay_a,az_a,gx_a,gy_a,gz_a,ax_b,ay_b,az_b,gx_b,gy_b,gz_b
1775770917.859523,4108,-4352,16864,135,-1742,-1234,-13228,7052,4216,1554,2011,-174
1775770917.861324,4172,-4612,16764,559,-336,-1120,-13524,7216,3688,1094,573,-58
1775770917.921629,4296,-4724,16764,615,1222,-910,-14064,7320,4144,748,-841,444
1775770917.921694,4292,-4716,16824,307,1290,-731,-14224,7344,4412,732,-776,792
1775770917.9217439,4284,-4656,16528,124,368,-353,-13752,7228,4048,672,224,918
1775770917.94911,4136,-4652,16216,165,173,15,-12944,7156,3596,357,461,975
1775770917.979265,4128,-4772,15804,616,450,157,-12172,7080,3392,-46,115,800
1775770917.981259,3956,-4808,15692,1268,481,204,-11664,7132,3368,-497,11,280
1775770918.009405,3856,-4744,15572,1983,158,179,-11464,7220,3436,-838,205,-423
1775770918.0394912,3460,-4788,15464,2723,189,204,-11492,7192,3724,-1285,47,-1016
1775770918.0691998,3092,-4836,15696,3322,567,96,-11340,7296,4084,-1585,-496,-1433
1775770918.071161,1448,-3972,13572,4474,1066,596,-8840,5920,2840,-2695,-1038,-1959
1775770918.099385,-4408,-1908,7684,6601,4046,3041,-960,2416,-128,-6173,-3700,-1403
1775770918.129385,-11212,-644,9204,14712,13479,7271,14120,800,-768,-15538,-13447,-3341
1775770918.1595562,-10448,1324,13032,32099,15537,2936,24624,-928,16168,-22329,-20275,-19612
1775770918.161394,-17012,5760,15572,32767,13436,-8747,12072,-2540,32767,-17084,-23623,-32768
1775770918.189589,-19348,6008,28912,32340,11317,-22279,-20032,4652,32767,-2467,-21346,-32768
1775770918.219396,-19580,2544,32767,8760,20690,-32768,-32768,15348,32767,22136,-29147,-19986
1775770918.249419,-14368,12976,32767,-19078,9993,-32768,-32768,-656,32767,32767,-17234,-10884
1775770918.309488,-5424,28984,32767,-32768,-17377,-32768,-32768,-32768,32767,32767,10406,-6025
1775770918.3116028,2148,32767,32767,-32768,-30704,-32768,-32768,-32768,32767,32767,25407,8013
1775770918.311647,18196,31144,21012,-32768,-9304,-32768,-32768,-32768,-244,32767,11160,25176
1775770918.369678,19664,18952,8100,-32768,-17208,-32768,-25096,-32768,-24736,32767,21761,31778
1775770918.3714979,23932,5764,-2384,-32768,4816,-28816,-5864,-32768,-32768,32767,700,32767
1775770918.3715441,24088,-656,-7000,-32768,6679,-17666,5804,-21724,-32768,32767,-1321,29938
1775770918.39965,20812,-7248,-10556,-24017,3992,-4866,11816,-8220,-32768,17353,167,18861
1775770918.429505,16708,-7760,-10676,-6047,1655,7148,11344,-2836,-32768,-2493,1682,10014
1775770918.459347,12416,-9788,-7188,6010,1016,12677,9944,2344,-26872,-13591,1408,3034
1775770918.4610481,7708,-9840,-2100,14231,-1948,14139,7824,4708,-14984,-19114,3056,-3663
1775770918.4894469,5400,-10064,1020,19468,-4808,12797,4256,6664,-5680,-20609,4486,-9330
1775770918.519336,3104,-10196,4664,21578,-3532,9698,-188,8584,-168,-19495,2124,-12261
1775770918.579548,2924,-9876,9448,21332,-4207,6664,-5348,9780,4048,-16747,2271,-13893
1775770918.5815449,2132,-10304,12024,19859,-9204,4529,-9704,11500,6064,-13633,6792,-15105
1775770918.58159,2960,-11716,13212,16182,-6243,2067,-13832,13684,7288,-9802,3956,-12549
1775770918.609642,4336,-11944,14472,11124,-2799,498,-16536,14092,4936,-5993,1396,-8352
1775770918.6406138,4748,-11976,16216,7922,-2119,1204,-16436,13968,1728,-4855,1510,-5207
1775770918.669368,4940,-11792,17276,6145,-1951,2320,-16256,14060,2968,-4731,1976,-3150
1775770918.672147,5196,-11624,16872,4139,-2391,2212,-15548,14124,3944,-3404,2716,-1722
1775770918.703219,5436,-11868,15468,2101,-100,1467,-14600,14124,2500,-1889,644,199
